street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
3212 CORNICHE LN,95661,CA,ROSEVILLE,4,3,2379,2008-05-16T00:00:00Z,455000.0,38.750577,-121.232768,455000.0,455000.0,0.5133933170976372,1.635226959674114,0.4086224665063552,1.2444449093167411,3,10,0.0,0.0,1.0,0.0
2159 BECKETT DR,95762,CA,EL DORADO HILLS,3,2,0,2008-05-16T00:00:00Z,460000.0,38.680092,-121.036467,460000.0,460000.0,0.5190542990062712,1.6722047552948849,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
4320 FOUR SEASONS RD,95667,CA,PLACERVILLE,3,2,0,2008-05-16T00:00:00Z,475000.0,38.690867,-120.693641,475000.0,475000.0,0.5360372447321733,1.7831381421571963,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
6401 MARSHALL RD,95633,CA,GARDEN VALLEY,3,2,0,2008-05-16T00:00:00Z,490000.0,38.84255,-120.8754,490000.0,490000.0,0.5530201904580754,1.894071529019508,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
2089 BECKETT DR,95762,CA,EL DORADO HILLS,4,2,0,2008-05-16T00:00:00Z,493000.0,38.681778,-121.03583799999998,493000.0,493000.0,0.5564167796032558,1.9162582063919704,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
6196 EDGEHILL DR,95762,CA,EL DORADO HILLS,5,4,0,2008-05-16T00:00:00Z,508000.0,38.676131,-121.038931,508000.0,508000.0,0.5733997253291578,2.027191593254282,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
200 HILLSFORD CT,95747,CA,ROSEVILLE,0,0,0,2008-05-16T00:00:00Z,511000.0,38.780051,-121.378718,511000.0,511000.0,0.5767963144743382,2.0493782706267445,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
8217 PLUMERIA AVE,95628,CA,FAIR OAKS,3,2,3173,2008-05-16T00:00:00Z,525000.0,38.650735,-121.258628,525000.0,525000.0,0.5926470638185134,2.152916098364902,0.54500171762281,2.1746098299047327,3,10,0.0,0.0,1.0,0.0
4841 VILLAGE GREEN DR,95762,CA,EL DORADO HILLS,4,3,0,2008-05-16T00:00:00Z,,38.664066,-121.056735,498677.6842105264,471000.0,0.562845033123001,1.9582478556591945,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
3863 LAS PASAS WAY,95864,CA,SACRAMENTO,3,1,1348,2008-05-16T00:00:00Z,545000.0,38.588936,-121.373606,545000.0,545000.0,0.6152909914530496,2.3008272808479844,0.23153555479216764,0.03663630336432378,4,10,0.0,0.0,1.0,0.0
820 DANA CT,95603,CA,AUBURN,4,3,0,2008-05-16T00:00:00Z,,38.865246,-121.094869,367363.5,352727.0,0.4141715888904362,0.987106042490182,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
1165 37TH ST,95816,CA,SACRAMENTO,2,1,1252,2008-05-16T00:00:00Z,575000.0,38.568438,-121.457854,575000.0,575000.0,0.6492568829048536,2.5226940545726078,0.21504637581587085,-0.07582696159341827,4,10,0.0,0.0,1.0,0.0
203 CASCADE FALLS DR,95630,CA,FOLSOM,4,3,3229,2008-05-16T00:00:00Z,575000.0,38.703962,-121.1871,575000.0,575000.0,0.6492568829048536,2.5226940545726078,0.5546204053589832,2.2402134011300823,4,10,0.0,0.0,1.0,0.0
9880 IZILDA CT,95829,CA,SACRAMENTO,5,4,3863,2008-05-16T00:00:00Z,598695.0,38.45326,-121.32573,598695.0,598695.0,0.6760842761698702,2.69793182801944,0.6635176915149433,2.9829395467885043,4,10,0.0,0.0,1.0,0.0
1800 AVONDALE DR,95747,CA,ROSEVILLE,5,3,0,2008-05-16T00:00:00Z,600000.0,38.798448,-121.344054,600000.0,600000.0,0.6775617924480237,2.7075830326764607,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
4620 BROMWICH CT,95677,CA,ROCKLIN,4,3,0,2008-05-16T00:00:00Z,600000.0,38.772672,-121.220232,600000.0,600000.0,0.6775617924480237,2.7075830326764607,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
620 KESWICK CT,95746,CA,GRANITE BAY,4,3,2356,2008-05-16T00:00:00Z,600000.0,38.73209600000001,-121.219142,600000.0,600000.0,0.6775617924480237,2.7075830326764607,0.4046719340432841,1.2175005854206151,4,10,0.0,0.0,1.0,0.0
4478 GREENBRAE RD,95677,CA,ROCKLIN,0,0,0,2008-05-16T00:00:00Z,600000.0,38.781134,-121.222801,600000.0,600000.0,0.6775617924480237,2.7075830326764607,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
8432 BRIGGS DR,95747,CA,ROSEVILLE,5,3,3579,2008-05-16T00:00:00Z,610000.0,38.78861,-121.339495,610000.0,610000.0,0.6888837562652917,2.7815386239180016,0.6147372037100652,2.6502357212885164,4,10,0.0,0.0,1.0,0.0
200 CRADLE MOUNTAIN CT,95762,CA,EL DORADO HILLS,0,0,0,2008-05-16T00:00:00Z,622500.0,38.6478,-121.0309,622500.0,622500.0,0.7030362110368767,2.8739831129699285,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
2065 IMPRESSIONIST WAY,95762,CA,EL DORADO HILLS,0,0,0,2008-05-16T00:00:00Z,680000.0,38.682961,-121.033253,680000.0,680000.0,0.768137502986168,3.2992277626087896,0.0,-1.5425353754173043,4,10,0.0,0.0,1.0,0.0
2982 ABERDEEN LN,95762,CA,EL DORADO HILLS,4,3,0,2008-05-16T00:00:00Z,879000.0,38.706692,-121.058869,879000.0,879000.0,0.9934445829498018,4.7709440283154585,0.0,-1.5425353754173043,5,10,0.0,0.0,1.0,0.0
9401 BARREL RACER CT,95693,CA,WILTON,4,3,4400,2008-05-16T00:00:00Z,884790.0,38.415298,-121.194858,884790.0,884790.0,1.0,4.8137643156443115,0.7557540364136036,3.612030935145873,6,11,0.0,0.0,1.0,0.0
3720 VISTA DE MADERA,95648,CA,LINCOLN,3,3,0,2008-05-16T00:00:00Z,1551.0,38.851645,-121.231742,1551.0,1551.0,0.0,-1.718281929614445,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
14151 INDIO DR,95683,CA,SLOUGHHOUSE,3,4,5822,2008-05-16T00:00:00Z,2000.0,38.490447,-121.129337,2000.0,2000.0,0.0005083561753953347,-1.7149613235676997,1.0,5.2778930473324275,1,1,0.0,0.0,1.0,0.0
7401 TOULON LN,95828,CA,SACRAMENTO,4,2,1512,2008-05-15T00:00:00Z,56950.0,38.48862800000001,-121.387759,56950.0,56950.0,0.06272254735128317,-1.3085753496954309,0.2597045688766747,0.2287610476671331,1,1,0.0,0.0,1.0,0.0
9127 NEWHALL DR Unit 34,95826,CA,SACRAMENTO,1,1,611,2008-05-15T00:00:00Z,,38.542419,-121.359904,184649.42857142846,178047.5,0.20730337832843496,-0.3641666755747361,0.10494675369288904,-0.8267535536550085,2,5,1.0,0.0,0.0,0.0
5937 BAMFORD DR,95823,CA,SACRAMENTO,2,1,876,2008-05-15T00:00:00Z,61000.0,38.471139,-121.432255,61000.0,61000.0,0.06730794269727672,-1.2786233352426069,0.15046375815870836,-0.516308082677908,1,1,0.0,0.0,1.0,0.0
5672 HILLSDALE BLVD,95842,CA,SACRAMENTO,2,1,933,2008-05-15T00:00:00Z,62000.0,38.670467,-121.359799,62000.0,62000.0,0.06844013907900354,-1.2712277761184527,0.16025420817588454,-0.44953301910924864,1,1,1.0,0.0,0.0,0.0
3920 39TH ST,95820,CA,SACRAMENTO,2,1,864,2008-05-15T00:00:00Z,68566.0,38.539213,-121.46393,68566.0,68566.0,0.07587414052142173,-1.2226685349092572,0.14840261078667125,-0.5303659907976258,1,1,0.0,0.0,1.0,0.0
701 JESSIE AVE,95838,CA,SACRAMENTO,2,1,1011,2008-05-15T00:00:00Z,70000.0,38.643978,-121.449562,70000.0,70000.0,0.07749771013281796,-1.21206330312522,0.17365166609412572,-0.3581566163310833,1,1,0.0,0.0,1.0,0.0
83 ARCADE BLVD,95815,CA,SACRAMENTO,4,2,1158,2008-05-15T00:00:00Z,80000.0,38.618716,-121.466327,80000.0,80000.0,0.08881967395008597,-1.1381077118836789,0.19890072140158024,-0.1859472418645407,1,1,0.0,0.0,1.0,0.0
601 REGGINALD WAY,95838,CA,SACRAMENTO,3,2,1092,2008-05-15T00:00:00Z,85500.0,38.64472,-121.452228,85500.0,85500.0,0.0950467540495834,-1.0974321367008308,0.18756441085537606,-0.26326573652298835,1,1,0.0,0.0,1.0,0.0
550 DEL VERDE CIR,95833,CA,SACRAMENTO,2,1,956,2008-05-15T00:00:00Z,92000.0,38.627147,-121.500799,92000.0,92000.0,0.10240603053080764,-1.0493610023938291,0.16420474063895568,-0.422588695213123,1,2,1.0,0.0,0.0,0.0
4113 DAYSTAR CT,95824,CA,SACRAMENTO,2,2,1139,2008-05-15T00:00:00Z,93600.0,38.520469,-121.458606,93600.0,93600.0,0.10421754474157052,-1.0375281077951828,0.19563723806252148,-0.2082055963874272,1,2,0.0,0.0,1.0,0.0
7374 TISDALE WAY,95822,CA,SACRAMENTO,3,1,1058,2008-05-15T00:00:00Z,,38.488238,-121.472561,166036.38095238095,145000.0,0.18622975316124046,-0.5018205697220987,0.18172449330127105,-0.303096476195522,1,4,0.0,0.0,1.0,0.0
3348 RIO LINDA BLVD,95838,CA,SACRAMENTO,3,2,1040,2008-05-15T00:00:00Z,97750.0,38.628842,-121.446127,97750.0,97750.0,0.10891615972573676,-1.0068365374299433,0.1786327722432154,-0.32418333837509866,1,2,0.0,0.0,1.0,0.0
3935 LIMESTONE WAY,95823,CA,SACRAMENTO,3,2,1354,2008-05-15T00:00:00Z,104000.0,38.484374,-121.463157,104000.0,104000.0,0.11599238711152927,-0.96061429290398,0.2325661284781862,0.04366525742418266,1,2,0.0,0.0,1.0,0.0
6208 GRATTAN WAY,95660,CA,NORTH HIGHLANDS,3,1,1051,2008-05-15T00:00:00Z,105000.0,38.679279,-121.376615,105000.0,105000.0,0.11712458349325608,-0.9532187337798259,0.1805221573342494,-0.3112969225986907,1,2,0.0,0.0,1.0,0.0
739 E WOODSIDE LN Unit E,95825,CA,SACRAMENTO,1,1,682,2008-05-15T00:00:00Z,107666.0,38.578675,-121.409951,107666.0,107666.0,0.12014301904693972,-0.9335021731548312,0.11714187564410855,-0.7435775972800117,1,2,1.0,0.0,0.0,0.0
4225 46TH AVE,95824,CA,SACRAMENTO,3,1,1161,2008-05-15T00:00:00Z,109000.0,38.511893,-121.457676,109000.0,109000.0,0.12165336902016327,-0.9236364972832094,0.1994160082445895,-0.18243276483461127,1,2,0.0,0.0,1.0,0.0
1434 BELL AVE,95838,CA,SACRAMENTO,3,1,1004,2008-05-15T00:00:00Z,110000.0,38.647398,-121.432914,110000.0,110000.0,0.12278556540189008,-0.9162409381590552,0.1724493301271041,-0.366357062734252,1,2,0.0,0.0,1.0,0.0
5628 GEORGIA DR,95660,CA,NORTH HIGHLANDS,3,1,1229,2008-05-15T00:00:00Z,110000.0,38.669587,-121.379879,110000.0,110000.0,0.12278556540189008,-0.9162409381590552,0.2110958433527997,-0.10277128548954398,1,2,0.0,0.0,1.0,0.0
7629 BETH ST,95832,CA,SACRAMENTO,3,2,1249,2008-05-15T00:00:00Z,112500.0,38.480126,-121.487869,112500.0,112500.0,0.1256160563562071,-0.8977520403486701,0.21453108897286155,-0.07934143862334772,1,2,0.0,0.0,1.0,0.0
2277 BABETTE WAY,95832,CA,SACRAMENTO,3,2,1161,2008-05-15T00:00:00Z,,38.479593,-121.48434,181756.2,172250.0,0.20402767540835487,-0.3855637185344278,0.1994160082445895,-0.18243276483461127,2,4,0.0,0.0,1.0,0.0
6561 WEATHERFORD WAY,95823,CA,SACRAMENTO,3,1,1010,2008-05-15T00:00:00Z,116000.0,38.465551,-121.42661,116000.0,116000.0,0.12957874369225092,-0.8718675834141306,0.17347990381312264,-0.3593281086743929,1,2,0.0,0.0,1.0,0.0
3035 ESTEPA DR Unit 5C,95682,CA,CAMERON PARK,0,0,0,2008-05-15T00:00:00Z,119000.0,38.681393,-120.996713,119000.0,119000.0,0.13297533283743132,-0.8496809060416683,0.0,-1.5425353754173043,1,2,1.0,0.0,0.0,0.0
5136 CABOT CIR,95820,CA,SACRAMENTO,4,2,1462,2008-05-15T00:00:00Z,121500.0,38.528479,-121.411806,121500.0,121500.0,0.13580582379174833,-0.831192008231283,0.2511164548265201,0.17018643050164248,1,2,0.0,0.0,1.0,0.0
7730 ROBINETTE RD,95828,CA,SACRAMENTO,3,2,1269,2008-05-15T00:00:00Z,122000.0,38.47709,-121.410569,122000.0,122000.0,0.13637192198261172,-0.8274942286692059,0.2179663345929234,-0.055911591757151456,1,2,0.0,0.0,1.0,0.0
87 LACAM CIR,95820,CA,SACRAMENTO,2,2,1188,2008-05-15T00:00:00Z,123675.0,38.532359,-121.41167,123675.0,123675.0,0.13826835092200412,-0.8151066671362478,0.20405358983167296,-0.15080247156524632,1,2,0.0,0.0,1.0,0.0
1691 NOGALES ST,95838,CA,SACRAMENTO,4,2,1570,2008-05-15T00:00:00Z,126854.0,38.631925,-121.427775,126854.0,126854.0,0.14186760321951364,-0.7915961846805619,0.269666781174854,0.2967076035791023,1,2,0.0,0.0,1.0,0.0
3118 42ND ST,95817,CA,SACRAMENTO,3,2,1093,2008-05-15T00:00:00Z,127059.0,38.546091,-121.457745,127059.0,127059.0,0.14209970347776762,-0.7900800950601103,0.18773617313637925,-0.2620942441796786,1,2,0.0,0.0,1.0,0.0
7517 50TH AVE,95828,CA,SACRAMENTO,3,1,962,2008-05-15T00:00:00Z,128687.0,38.507339,-121.416267,128687.0,128687.0,0.14394291918721885,-0.7780401248059874,0.16523531432497424,-0.4155597411532641,1,2,0.0,0.0,1.0,0.0
4071 EVALITA WAY,95823,CA,SACRAMENTO,3,2,1089,2008-05-15T00:00:00Z,129500.0,38.466388,-121.458861,129500.0,129500.0,0.14486339484556274,-0.7720275352380501,0.1870491240123669,-0.2667802135529178,1,3,0.0,0.0,1.0,0.0
7928 36TH AVE,95824,CA,SACRAMENTO,3,2,1127,2008-05-15T00:00:00Z,130000.0,38.52049,-121.411383,130000.0,130000.0,0.14542949303642616,-0.7683297556759731,0.1935760906904844,-0.2222635045071449,1,3,0.0,0.0,1.0,0.0
6631 DEMARET DR,95822,CA,SACRAMENTO,4,2,1309,2008-05-15T00:00:00Z,131750.0,38.506382,-121.483574,131750.0,131750.0,0.14741083670444807,-0.7553875272087034,0.22483682583304707,-0.00905189802475893,1,3,0.0,0.0,1.0,0.0
7043 9TH AVE,95673,CA,RIO LINDA,2,1,970,2008-05-15T00:00:00Z,132000.0,38.695589,-121.444133,132000.0,132000.0,0.14769388579987974,-0.7535386374276648,0.16660941257299894,-0.4061878024067856,1,3,0.0,0.0,1.0,0.0
97 KENNELFORD CIR,95823,CA,SACRAMENTO,3,2,1144,2008-05-15T00:00:00Z,134000.0,38.462376,-121.426556,134000.0,134000.0,0.14995827856333338,-0.7387475191793565,0.19649604946753693,-0.2023481346708781,1,3,0.0,0.0,1.0,0.0
2636 TRONERO WAY,95670,CA,RANCHO CORDOVA,3,1,1000,2008-05-15T00:00:00Z,134000.0,38.593049,-121.30304,134000.0,134000.0,0.14995827856333338,-0.7387475191793565,0.1717622810030917,-0.3710430321074912,1,3,0.0,0.0,1.0,0.0
1530 TOPANGA LN Unit 204,95648,CA,LINCOLN,0,0,0,2008-05-15T00:00:00Z,138000.0,38.88415,-121.270277,138000.0,138000.0,0.15448706409024054,-0.7091652826827402,0.0,-1.5425353754173043,1,3,1.0,0.0,0.0,0.0
3604 KODIAK WAY,95843,CA,ANTELOPE,3,2,1206,2008-05-15T00:00:00Z,142000.0,38.706175,-121.379776,142000.0,142000.0,0.1590158496171478,-0.6795830461861236,0.20714531088972865,-0.12971560938566967,1,3,0.0,0.0,1.0,0.0
2149 COTTAGE WAY,95825,CA,SACRAMENTO,3,1,1285,2008-05-15T00:00:00Z,143012.0,38.603593,-121.41701100000002,143012.0,143012.0,0.16016163235545533,-0.6720987403524797,0.22071453108897285,-0.037167714264194435,1,3,0.0,0.0,1.0,0.0
8632 PRAIRIEWOODS DR,95828,CA,SACRAMENTO,3,2,1543,2008-05-15T00:00:00Z,145846.0,38.477563,-121.384382,145846.0,145846.0,0.16337027690126907,-0.6511397257946271,0.2650291995877705,0.26507731030973736,1,3,0.0,0.0,1.0,0.0
612 STONE BLVD,95691,CA,WEST SACRAMENTO,2,1,884,2008-05-15T00:00:00Z,147000.0,38.563084,-121.535579,147000.0,147000.0,0.1646768315257818,-0.6426052505653531,0.15183785640673308,-0.5069361439314295,1,3,0.0,0.0,1.0,0.0
4180 12TH AVE,95817,CA,SACRAMENTO,3,1,1019,2008-05-15T00:00:00Z,148750.0,38.54117,-121.458129,148750.0,148750.0,0.16665817519380371,-0.6296630220980834,0.17502576434215047,-0.34878467758460474,1,3,0.0,0.0,1.0,0.0
8025 ARROYO VISTA DR,95823,CA,SACRAMENTO,4,2,1392,2008-05-15T00:00:00Z,,38.46654,-121.419029,175721.1379310345,170500.0,0.1971947999703755,-0.4301963768834022,0.2390930951563037,0.08818196646995556,1,4,0.0,0.0,1.0,0.0
5754 WALERGA RD Unit 4,95842,CA,SACRAMENTO,2,1,924,2008-05-15T00:00:00Z,150454.0,38.672567,-121.356754,150454.0,150454.0,0.16858743782826618,-0.6170609893505248,0.15870834764685676,-0.460076450199037,1,3,1.0,0.0,0.0,0.0
8 LA ROCAS CT,95823,CA,SACRAMENTO,3,2,1217,2008-05-15T00:00:00Z,151087.0,38.46616,-121.448283,151087.0,151087.0,0.16930411813789925,-0.6123796004249352,0.20903469598076266,-0.11682919360926175,1,3,0.0,0.0,1.0,0.0
8636 LONGSPUR WAY,95843,CA,ANTELOPE,3,2,1670,2008-05-15T00:00:00Z,157296.0,38.725873,-121.35856,157296.0,157296.0,0.17633392547204094,-0.5664605738230624,0.28684300927516315,0.4138568379100836,1,3,0.0,0.0,1.0,0.0
1941 EXPEDITION WAY,95832,CA,SACRAMENTO,3,2,1302,2008-05-15T00:00:00Z,157500.0,38.473775,-121.493777,157500.0,157500.0,0.17656489353391325,-0.5649518797617349,0.2236344898660254,-0.01725234442792762,1,3,0.0,0.0,1.0,0.0
4351 TURNBRIDGE DR,95823,CA,SACRAMENTO,3,2,1488,2008-05-15T00:00:00Z,160000.0,38.502034,-121.456027,160000.0,160000.0,0.17939538448823025,-0.5464629819513497,0.2555822741326005,0.2006452314276976,1,3,0.0,0.0,1.0,0.0
6513 HOLIDAY WAY,95660,CA,NORTH HIGHLANDS,3,2,1373,2008-05-15T00:00:00Z,160000.0,38.685361,-121.376938,160000.0,160000.0,0.17939538448823025,-0.5464629819513497,0.2358296118172449,0.06592361194706911,1,3,0.0,0.0,1.0,0.0
8321 MISTLETOE WAY,95621,CA,CITRUS HEIGHTS,4,2,1381,2008-05-15T00:00:00Z,161250.0,38.717738,-121.308322,161250.0,161250.0,0.1808106299653888,-0.5372185330461571,0.2372037100652697,0.07529555069354761,1,3,0.0,0.0,1.0,0.0
5920 VALLEY GLEN WAY,95823,CA,SACRAMENTO,3,2,1265,2008-05-15T00:00:00Z,164000.0,38.46282100000001,-121.433135,164000.0,164000.0,0.18392417001513747,-0.5168807454547332,0.21727928546891104,-0.06059756113039071,1,4,0.0,0.0,1.0,0.0
2601 SAN FERNANDO WAY,95818,CA,SACRAMENTO,2,1,881,2008-05-15T00:00:00Z,165000.0,38.556178,-121.476256,165000.0,165000.0,0.18505636639686426,-0.509485186330579,0.1513225695637238,-0.510450620961359,1,4,0.0,0.0,1.0,0.0
501 POPLAR AVE,95691,CA,WEST SACRAMENTO,0,0,0,2008-05-15T00:00:00Z,165000.0,38.584526,-121.534609,165000.0,165000.0,0.18505636639686426,-0.509485186330579,0.0,-1.5425353754173043,1,4,0.0,0.0,1.0,0.0
8008 SAINT HELENA CT,95829,CA,SACRAMENTO,4,2,1608,2008-05-15T00:00:00Z,165750.0,38.467012,-121.359969,165750.0,165750.0,0.18590551368315936,-0.5039385169874635,0.27619374785297146,0.3412243126248752,1,4,0.0,0.0,1.0,0.0
6517 DONEGAL DR,95621,CA,CITRUS HEIGHTS,3,1,1344,2008-05-15T00:00:00Z,,38.681554,-121.312934,179974.0,183918.0,0.20200987501684145,-0.3987440840054953,0.2308485056681553,0.03195033399108453,2,4,0.0,0.0,1.0,0.0
1001 RIO NORTE WAY,95834,CA,SACRAMENTO,3,2,1202,2008-05-15T00:00:00Z,169000.0,38.634292,-121.485106,169000.0,169000.0,0.18958515192377148,-0.4799029498339626,0.20645826176571624,-0.13440157875890893,1,4,0.0,0.0,1.0,0.0
604 P ST,95648,CA,LINCOLN,3,2,1104,2008-05-15T00:00:00Z,170000.0,38.893168,-121.305398,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.18962555822741325,-0.2492078284032706,1,4,0.0,0.0,1.0,0.0
10001 WOODCREEK OAKS BLVD Unit 815,95747,CA,ROSEVILLE,2,2,0,2008-05-15T00:00:00Z,170000.0,38.795529,-121.328819,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.0,-1.5425353754173043,1,4,1.0,0.0,0.0,0.0
7351 GIGI PL,95828,CA,SACRAMENTO,4,2,1859,2008-05-15T00:00:00Z,170000.0,38.490606,-121.410173,170000.0,170000.0,0.19071734830549827,-0.4725073907098085,0.3193060803847475,0.6352688907956383,1,4,0.0,1.0,0.0,0.0
7740 DIXIE LOU ST,95832,CA,SACRAMENTO,3,2,1232,2008-05-15T00:00:00Z,,38.475853,-121.477039,181756.2,172250.0,0.20402767540835487,-0.3855637185344278,0.21161113019580904,-0.09925680845961454,2,4,0.0,0.0,1.0,0.0
7342 DAVE ST,95828,CA,SACRAMENTO,3,1,1638,2008-05-15T00:00:00Z,170725.0,38.490822,-121.401643,170725.0,170725.0,0.19153819068225025,-0.4671456103447968,0.28134661628306423,0.3763690829241696,1,4,0.0,0.0,1.0,0.0
7687 HOWERTON DR,95831,CA,SACRAMENTO,2,2,1177,2008-05-15T00:00:00Z,,38.480859,-121.539745,341120.0,360500.0,0.3844587931465889,0.7930206866154436,0.20216420474063893,-0.16368888734165427,2,9,0.0,0.0,1.0,0.0
26 KAMSON CT,95833,CA,SACRAMENTO,3,2,1582,2008-05-15T00:00:00Z,172000.0,38.622794,-121.499173,172000.0,172000.0,0.19298174106895188,-0.4577162724615002,0.2717279285468911,0.31076551169882005,1,4,0.0,0.0,1.0,0.0
7045 PEEVEY CT,95823,CA,SACRAMENTO,2,2,904,2008-05-15T00:00:00Z,173056.0,38.502254,-121.451444,173056.0,173056.0,0.1941773404480554,-0.4499065620263935,0.15527310202679492,-0.4835062970652333,1,4,0.0,0.0,1.0,0.0
8916 GABLES MILL PL,95758,CA,ELK GROVE,3,2,1340,2008-05-15T00:00:00Z,174000.0,38.433919,-121.422347,174000.0,174000.0,0.1952461338324055,-0.442925154213192,0.2301614565441429,0.02726436461784528,1,4,0.0,0.0,1.0,0.0
1140 EDMONTON DR,95833,CA,SACRAMENTO,3,2,1204,2008-05-15T00:00:00Z,,38.62457,-121.486913,202059.33333333328,207450.0,0.2270148095060717,-0.2354106955621772,0.2068017863277224,-0.13205859407228931,2,5,0.0,0.0,1.0,0.0
8879 APPLE PEAR CT,95624,CA,ELK GROVE,4,2,1477,2008-05-15T00:00:00Z,,38.44574,-121.3725,253319.37931034484,233500.0,0.28505124808839377,0.14368600516766986,0.25369288904156645,0.18775881565128968,2,7,0.0,0.0,1.0,0.0
9 WIND CT,95823,CA,SACRAMENTO,4,2,1497,2008-05-15T00:00:00Z,179500.0,38.45073,-121.427528,179500.0,179500.0,0.20147321393190293,-0.4022495790303444,0.2571281346616283,0.21118866251748594,2,4,0.0,0.0,1.0,0.0
8570 SHERATON DR,95628,CA,FAIR OAKS,3,1,960,2008-05-15T00:00:00Z,185000.0,38.667254,-121.240708,185000.0,185000.0,0.2077002940314004,-0.3615740038474968,0.16489178976296806,-0.4179027258398837,2,5,0.0,0.0,1.0,0.0
1550 TOPANGA LN Unit 207,95648,CA,LINCOLN,0,0,0,2008-05-15T00:00:00Z,188000.0,38.88417000000001,-121.270222,188000.0,188000.0,0.2110968831765808,-0.33938732647503445,0.0,-1.5425353754173043,2,5,1.0,0.0,0.0,0.0
1080 RIO NORTE WAY,95834,CA,SACRAMENTO,3,2,1428,2008-05-15T00:00:00Z,188700.0,38.634335,-121.486098,188700.0,188700.0,0.21188942064378952,-0.3342104350881265,0.2452765372724149,0.13035569082910886,2,5,0.0,0.0,1.0,0.0
5501 VALLETTA WAY,95820,CA,SACRAMENTO,3,1,1039,2008-05-15T00:00:00Z,189000.0,38.530144,-121.43749,189000.0,189000.0,0.21222907955830755,-0.3319917673508803,0.17846100996221229,-0.3253548307184085,2,5,0.0,0.0,1.0,0.0
5624 MEMORY LN,95628,CA,FAIR OAKS,3,1,1529,2008-05-15T00:00:00Z,189000.0,38.66745,-121.2364,189000.0,189000.0,0.21222907955830755,-0.3319917673508803,0.26262452765372724,0.24867641750339994,2,5,0.0,0.0,1.0,0.0
6622 WILLOWLEAF DR,95621,CA,CITRUS HEIGHTS,4,3,1892,2008-05-15T00:00:00Z,189836.0,38.699714,-121.311635,189836.0,189836.0,0.21317559573343114,-0.3258090799230875,0.32497423565784955,0.6739281381248621,2,5,0.0,0.0,1.0,0.0
27 MEGAN CT,95838,CA,SACRAMENTO,4,2,1887,2008-05-15T00:00:00Z,190000.0,38.649258,-121.465308,190000.0,190000.0,0.21336127594003435,-0.3245962082267262,0.3241154242528341,0.6680706764083131,2,5,0.0,0.0,1.0,0.0
6601 WOODMORE OAKS DR,95662,CA,ORANGEVALE,3,2,1294,2008-05-15T00:00:00Z,191250.0,38.687006,-121.254319,191250.0,191250.0,0.21477652141719286,-0.3153517593215336,0.22226039161800068,-0.026624283174406127,2,5,0.0,0.0,1.0,0.0
1973 DANVERS WAY,95832,CA,SACRAMENTO,3,2,1638,2008-05-15T00:00:00Z,191675.0,38.477568,-121.492574,191675.0,191675.0,0.21525770487942675,-0.3122086466937681,0.28134661628306423,0.3763690829241696,2,5,0.0,0.0,1.0,0.0
8001 ARROYO VISTA DR,95823,CA,SACRAMENTO,3,2,1677,2008-05-15T00:00:00Z,195500.0,38.46734,-121.419843,195500.0,195500.0,0.21958835603953172,-0.2839206330438786,0.28804534524218484,0.4220572843132523,2,5,0.0,0.0,1.0,0.0
7409 VOYAGER WAY,95621,CA,CITRUS HEIGHTS,3,1,1073,2008-05-15T00:00:00Z,,38.700717,-121.3133,179974.0,183918.0,0.20200987501684145,-0.3987440840054953,0.1843009275163174,-0.28552409104587484,2,4,0.0,0.0,1.0,0.0
815 CROSSWIND DR,95838,CA,SACRAMENTO,3,2,1231,2008-05-15T00:00:00Z,200000.0,38.651386,-121.45042,200000.0,200000.0,0.2246832397573024,-0.2506406169851851,0.21143936791480591,-0.10042830080292436,2,5,0.0,0.0,1.0,0.0
5509 LAGUNA CREST WAY,95758,CA,ELK GROVE,3,2,1175,2008-05-15T00:00:00Z,200000.0,38.42442,-121.440357,200000.0,200000.0,0.2246832397573024,-0.2506406169851851,0.2018206801786328,-0.16603187202827388,2,5,0.0,0.0,1.0,0.0
8424 MERRY HILL WAY,95624,CA,ELK GROVE,3,2,1416,2008-05-15T00:00:00Z,200000.0,38.452075,-121.36646100000002,200000.0,200000.0,0.2246832397573024,-0.2506406169851851,0.2432153899003779,0.11629778270939108,2,5,0.0,0.0,1.0,0.0
